,Wave,ID,age,sex,ethnicity1,ethnicity2,region,GEvote2015,EURef2016,GEvote2017,GEvote2019,partyid,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE1,socialgradeCIE2,work_stat,work_organisation,work_type,Weight,starttime,endtime,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID,Leaverimport,Remainimport,Genecon
11,1.0,12.0,72.0,Woman,,,North West,Labour,Leave,Missing,Missing,,3,The Daily Mail / The Scottish Daily Mail,"£5,000 to £9,999 per year","£5,000 to £9,999 per year",16,"CSE grade 1, GCE O level, GCSE, School Certificate",E,Not Asked,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.7637679251888363,2017-04-26 06:54:48,2017-04-26 07:00:10,Right,Very positive effect,Very positive effect,Don't know,5.0,a Leaver,,,
12,1.0,13.0,44.0,Woman,,,North West,UKIP,Leave,Missing,Missing,,0,The Daily Mail / The Scottish Daily Mail,Prefer not to answer,Prefer not to answer,16,"CSE grade 1, GCE O level, GCSE, School Certificate",C2,Not Asked,Working part time (8-29 hours a week),Private sector firm or company (e.g. limited companies and Plcs),"Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)",1.6058884217201146,2017-04-25 18:50:38,2017-04-25 19:03:34,Right,Neither positive nor negative,Neither positive nor negative,Don't know,3.0,a Leaver,,,
13,1.0,14.0,44.0,Man,,,East of England,Labour,Did not vote,Missing,Missing,,5,None,"£70,000 to £99,999 per year","£70,000 to £99,999 per year",20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",AB,Not Asked,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.7356355231285563,2017-04-26 06:08:34,2017-04-26 06:10:52,Right,Somewhat positive effect,Neither positive nor negative,Very badly,3.0,Neither a Leaver nor a Remainer,,,
14,1.0,15.0,49.0,Woman,,,West Midlands,UKIP,Remain,Missing,Missing,,5,None,"£15,000 to £19,999 per year","£35,000 to £39,999 per year",17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",C1,Not Asked,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.3856093295179122,2017-04-26 07:06:04,2017-04-26 07:11:27,Wrong,Somewhat negative effect,Don't know,Don't know,4.0,a Remainer,,,
15,1.0,16.0,45.0,Woman,,,West Midlands,DK or did not vote,Did not vote,Missing,Missing,,4,Other local daily morning newspaper,"£20,000 to £24,999 per year","£20,000 to £24,999 per year",20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",C1,Not Asked,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.144164192885269,2017-04-25 18:51:50,2017-04-25 19:00:58,Wrong,Very negative effect,Somewhat negative effect,Don't know,2.0,Neither a Leaver nor a Remainer,,,
16,1.0,17.0,61.0,Man,,,Scotland,Labour,Leave,Missing,Missing,,7,None,"£20,000 to £24,999 per year","£20,000 to £24,999 per year",16,"CSE grade 1, GCE O level, GCSE, School Certificate",AB,Not Asked,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.8692153189075738,2017-04-25 17:51:49,2017-04-25 17:57:19,Right,Very positive effect,Very positive effect,Don't know,5.0,a Leaver,,,
17,1.0,18.0,77.0,Woman,,,Yorkshire and the Humber,Labour,Remain,Missing,Missing,,5,None,"£5,000 to £9,999 per year","£5,000 to £9,999 per year",16,Don't know,D,Not Asked,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.5842230851431534,2017-04-25 18:44:05,2017-04-25 18:59:29,Don’t know,Don't know,Don't know,Don't know,3.0,Neither a Leaver nor a Remainer,,,
18,1.0,19.0,70.0,Man,,,West Midlands,Liberal Democrat,Remain,Missing,Missing,,7,Other Newspaper,"£10,000 to £14,999 per year","£5,000 to £9,999 per year",17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",E,Not Asked,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)",0.5295292439410483,2017-04-26 07:54:05,2017-04-26 08:00:54,Wrong,Somewhat negative effect,Somewhat negative effect,Don't know,0.0,a Remainer,,,
19,1.0,20.0,47.0,Woman,,,West Midlands,DK or did not vote,Did not vote,Missing,Missing,,1,None,Prefer not to answer,Prefer not to answer,16,"CSE grade 1, GCE O level, GCSE, School Certificate",C2,Not Asked,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",2.1482123100141237,2017-04-26 12:23:29,2017-04-26 12:28:06,Don’t know,Somewhat negative effect,Don't know,Don't know,5.0,a Remainer,,,
20,1.0,21.0,55.0,Man,,,Wales,DK or did not vote,Did not vote,Missing,Missing,,5,None,"£25,000 to £29,999 per year","£25,000 to £29,999 per year",17-18,GCE A level or Higher Certificate,AB,Not Asked,Working full time (30 or more hours per week),Other public sector employer (e.g. Central Government),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.526692963610297,2017-04-25 18:36:34,2017-04-25 18:48:06,Don’t know,Don't know,Don't know,Don't know,10.0,Don’t know,,,
21,1.0,22.0,48.0,Woman,,,South East,Conservative,Leave,Missing,Missing,,3,None,"under £5,000 per year","£25,000 to £29,999 per year",17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",AB,Not Asked,Working part time (8-29 hours a week),Private sector firm or company (e.g. limited companies and Plcs),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.5674246626139174,2017-04-25 21:39:22,2017-04-25 21:43:50,Right,Somewhat positive effect,Somewhat positive effect,Don't know,9.0,a Leaver,,,
22,1.0,23.0,42.0,Man,,,North West,UKIP,Leave,Missing,Missing,,10,The Guardian,"£35,000 to £39,999 per year","£50,000 to £59,999 per year",20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",AB,Not Asked,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.1221080296628856,2017-04-25 19:28:59,2017-04-25 19:37:43,Right,Very positive effect,Somewhat positive effect,Fairly badly,10.0,a Leaver,,,
23,1.0,24.0,66.0,Woman,,,South East,Conservative,Leave,Missing,Missing,,7,The Daily Mail / The Scottish Daily Mail,"£20,000 to £24,999 per year","£15,000 to £19,999 per year",15 or under,CSE grades 2-5,C1,Not Asked,Retired,Other,"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.0162067398968848,2017-04-26 08:13:43,2017-04-26 08:17:28,Right,Very positive effect,Somewhat positive effect,Fairly well,7.0,a Leaver,,,
24,1.0,25.0,67.0,Woman,,,West Midlands,Conservative,Remain,Missing,Missing,,8,The Express,"£10,000 to £14,999 per year","£35,000 to £39,999 per year",17-18,City & Guilds certificate,C2,Not Asked,Retired,Other public sector employer (e.g. Central Government),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.7993532572666509,2017-04-25 17:34:22,2017-04-25 17:38:25,Wrong,Somewhat negative effect,Somewhat negative effect,Fairly well,3.0,a Remainer,,,
25,1.0,26.0,66.0,Man,,,Yorkshire and the Humber,UKIP,Leave,Missing,Missing,,7,The Express,"£10,000 to £14,999 per year","£15,000 to £19,999 per year",15 or under,No formal qualifications,D,Not Asked,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.6070854147645312,2017-04-26 07:48:19,2017-04-26 07:57:56,Right,Very positive effect,Very positive effect,Fairly badly,10.0,a Leaver,,,
26,1.0,27.0,33.0,Woman,,,Scotland,Labour,Remain,Missing,Missing,,8,None,Prefer not to answer,Prefer not to answer,20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",C1,Not Asked,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.8202131743948771,2017-04-25 17:31:44,2017-04-25 17:35:12,Wrong,Very negative effect,Somewhat negative effect,Fairly badly,0.0,a Remainer,,,
27,1.0,28.0,68.0,Man,,,East Midlands,Labour,Remain,Missing,Missing,,7,Other Newspaper,"£10,000 to £14,999 per year","£25,000 to £29,999 per year",16,City & Guilds certificate - advanced,C2,Not Asked,Working part time (8-29 hours a week),Self-employed,"Skilled Manual Work (e.g. plumber, electrician, fitter)",0.6372963015545173,2017-04-25 19:38:07,2017-04-25 19:46:40,Wrong,Very negative effect,Neither positive nor negative,Very badly,0.0,a Remainer,,,
28,1.0,29.0,52.0,Woman,,,West Midlands,Labour,Remain,Missing,Missing,,9,The Independent,"£30,000 to £34,999 per year",Prefer not to answer,20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",C2,Not Asked,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.9166026691059477,2017-04-25 18:07:37,2017-04-25 19:58:01,Wrong,Very negative effect,Very negative effect,Very badly,0.0,a Remainer,,,
29,1.0,30.0,86.0,Man,,,South East,UKIP,Leave,Missing,Missing,,3,None,"£15,000 to £19,999 per year","£15,000 to £19,999 per year",15 or under,Prefer not to say,E,Not Asked,Retired,Private sector firm or company (e.g. limited companies and Plcs),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.6083645970595442,2017-04-26 06:03:04,2017-04-26 06:15:27,Right,Very positive effect,Somewhat positive effect,Fairly well,10.0,a Leaver,,,
30,1.0,31.0,51.0,Man,,,West Midlands,UKIP,Leave,Missing,Missing,,6,Other local daily morning newspaper,"£20,000 to £24,999 per year","£20,000 to £24,999 per year",16,"CSE grade 1, GCE O level, GCSE, School Certificate",C2,Not Asked,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Skilled Manual Work (e.g. plumber, electrician, fitter)",0.8097389611399843,2017-04-25 21:49:36,2017-04-25 21:54:33,Right,Very positive effect,Very positive effect,Fairly well,10.0,a Leaver,,,
31,1.0,32.0,56.0,Man,,,London,Conservative,Leave,Missing,Missing,,6,The Sun,"£25,000 to £29,999 per year","£45,000 to £49,999 per year",17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",D,Not Asked,Working full time (30 or more hours per week),Charity/voluntary sector,"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.9645601020125228,2017-04-26 06:00:45,2017-04-26 06:05:24,Right,Somewhat positive effect,Don't know,Fairly well,9.0,a Leaver,,,
32,1.0,33.0,71.0,Woman,,,West Midlands,Labour,Remain,Missing,Missing,,4,None,"£10,000 to £14,999 per year","£10,000 to £14,999 per year",15 or under,No formal qualifications,E,Not Asked,Retired,Other,"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.5971589238509034,2017-04-25 20:52:13,2017-04-25 21:06:53,Don’t know,Neither positive nor negative,Neither positive nor negative,Don't know,5.0,Don’t know,,,
33,1.0,34.0,59.0,Man,,,Wales,UKIP,Leave,Missing,Missing,,9,None,"£30,000 to £34,999 per year","£45,000 to £49,999 per year",20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",C1,Not Asked,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.2828782823929206,2017-04-25 18:17:17,2017-04-25 18:22:10,Right,Very positive effect,Very positive effect,Fairly badly,10.0,a Leaver,,,
34,1.0,35.0,71.0,Man,,,East of England,UKIP,Leave,Missing,Missing,,7,None,"£30,000 to £34,999 per year","£40,000 to £44,999 per year",20+,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",AB,Not Asked,Retired,Other public sector employer (e.g. Central Government),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.64564140817004,2017-04-26 00:01:20,2017-04-26 00:06:42,Right,Somewhat positive effect,Neither positive nor negative,Fairly well,3.0,a Leaver,,,
35,1.0,36.0,75.0,Man,,,Yorkshire and the Humber,Conservative,Leave,Missing,Missing,,7,None,"£15,000 to £19,999 per year","£20,000 to £24,999 per year",15 or under,City & Guilds certificate,E,Not Asked,Retired,Private sector firm or company (e.g. limited companies and Plcs),"Skilled Manual Work (e.g. plumber, electrician, fitter)",0.7184435673667714,2017-04-25 22:09:04,2017-04-25 22:16:05,Right,Neither positive nor negative,Neither positive nor negative,Very well,7.0,a Leaver,,,
36,1.0,37.0,33.0,Woman,,,South West,Conservative,Leave,Missing,Missing,,7,None,"under £5,000 per year",Prefer not to answer,16,"CSE grade 1, GCE O level, GCSE, School Certificate",C1,Not Asked,Not working,Private sector firm or company (e.g. limited companies and Plcs),Have never worked,0.6237551145553244,2017-04-25 18:13:18,2017-04-25 18:17:19,Right,Somewhat positive effect,Neither positive nor negative,Don't know,9.0,a Leaver,,,
37,1.0,38.0,66.0,Woman,,,South East,Conservative,Leave,Missing,Missing,,7,The Daily Mail / The Scottish Daily Mail,Prefer not to answer,Prefer not to answer,17-18,Clerical and commercial,C2,Not Asked,Retired,Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.1280410606420663,2017-04-26 05:40:48,2017-04-26 05:47:27,Right,Neither positive nor negative,Neither positive nor negative,Fairly badly,5.0,Neither a Leaver nor a Remainer,,,
38,1.0,39.0,70.0,Man,,,East of England,Conservative,Remain,Missing,Missing,,9,The Daily Telegraph,"£70,000 to £99,999 per year","£70,000 to £99,999 per year",20+,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",AB,Not Asked,Retired,Other public sector employer (e.g. Central Government),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.5836201328062535,2017-04-25 19:50:41,2017-04-25 19:56:30,Wrong,Somewhat negative effect,Somewhat negative effect,Don't know,3.0,a Remainer,,,
39,1.0,40.0,46.0,Man,,,South East,Liberal Democrat,Remain,Missing,Missing,,1,None,Don't know,Prefer not to answer,16,"CSE grade 1, GCE O level, GCSE, School Certificate",C1,Not Asked,Working full time (30 or more hours per week),Self-employed,"Skilled Manual Work (e.g. plumber, electrician, fitter)",3.5629233721672993,2017-04-25 20:18:26,2017-04-25 20:22:33,Wrong,Somewhat negative effect,Don't know,Don't know,4.0,a Remainer,,,
40,1.0,41.0,61.0,Man,,,South West,DK or did not vote,Did not vote,Missing,Missing,,7,None,"£60,000 to £69,999 per year","£45,000 to £49,999 per year",17-18,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",AB,Not Asked,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",1.7418008893443733,2017-04-25 18:12:04,2017-04-25 18:18:31,Wrong,Somewhat negative effect,Neither positive nor negative,Very badly,2.0,a Remainer,,,
41,1.0,42.0,48.0,Woman,,,Scotland,SNP,Leave,Missing,Missing,,5,None,Prefer not to answer,"£15,000 to £19,999 per year",17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",D,Not Asked,Working part time (8-29 hours a week),Nationalised industry or public corporation (e.g. Post Office),"Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b",0.9624443873048668,2017-04-25 18:27:04,2017-04-25 18:28:58,Right,Neither positive nor negative,Neither positive nor negative,Don't know,8.0,a Leaver,,,
42,1.0,43.0,69.0,Woman,,,East of England,Conservative,Leave,Missing,Missing,,3,Other local daily morning newspaper,"£10,000 to £14,999 per year","£10,000 to £14,999 per year",15 or under,"Other technical, professional or higher qualification",C2,Not Asked,Retired,Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",1.1280410606420663,2017-04-26 05:42:30,2017-04-26 05:47:33,Don’t know,Don't know,Don't know,Don't know,6.0,Neither a Leaver nor a Remainer,,,
43,1.0,44.0,73.0,Woman,,,Wales,Labour,Remain,Missing,Missing,,10,The Guardian,"£10,000 to £14,999 per year","£40,000 to £44,999 per year",17-18,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",AB,Not Asked,Retired,Other public sector employer (e.g. Central Government),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.6404602798310767,2017-04-25 17:31:49,2017-04-25 17:39:27,Wrong,Very negative effect,Somewhat negative effect,Fairly badly,0.0,a Remainer,,,
44,1.0,45.0,64.0,Woman,,,Wales,DK or did not vote,Remain,Missing,Missing,,5,None,Prefer not to answer,Don't know,20+,Prefer not to say,AB,Not Asked,Working full time (30 or more hours per week),Other,Other,0.2725344343468314,2017-04-25 18:34:16,2017-04-25 18:51:08,Don’t know,Don't know,Don't know,Don't know,5.0,Don’t know,,,
45,1.0,46.0,78.0,Man,,,West Midlands,Conservative,Remain,Missing,Missing,,5,The Daily Telegraph,"£35,000 to £39,999 per year","£35,000 to £39,999 per year",17-18,Don't know,AB,Not Asked,Retired,Private sector firm or company (e.g. limited companies and Plcs),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,0.5390185993887464,2017-04-25 17:43:52,2017-04-25 17:50:44,Right,Very positive effect,Very positive effect,Very well,7.0,a Leaver,,,
46,1.0,47.0,51.0,Man,,,London,Liberal Democrat,Remain,Missing,Missing,,10,Other Newspaper,"£35,000 to £39,999 per year","£35,000 to £39,999 per year",20+,No formal qualifications,C2,Not Asked,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.7609251081940444,2017-04-25 17:44:29,2017-04-25 17:47:33,Wrong,Neither positive nor negative,Neither positive nor negative,Don't know,8.0,Neither a Leaver nor a Remainer,,,
47,1.0,48.0,68.0,Woman,,,South West,Conservative,Leave,Missing,Missing,,6,The Daily Mail / The Scottish Daily Mail,"£5,000 to £9,999 per year","£5,000 to £9,999 per year",17-18,Clerical and commercial,E,Not Asked,Retired,Other public sector employer (e.g. Central Government),"Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar",0.8710612943942304,2017-04-25 17:38:28,2017-04-25 17:49:22,Right,Very positive effect,Very positive effect,Fairly well,10.0,a Leaver,,,
48,1.0,49.0,56.0,Man,,,Scotland,SNP,Remain,Missing,Missing,,7,The Herald (Glasgow),"£20,000 to £24,999 per year","£40,000 to £44,999 per year",17-18,"CSE grade 1, GCE O level, GCSE, School Certificate",C2,Not Asked,Working full time (30 or more hours per week),Private sector firm or company (e.g. limited companies and Plcs),"Skilled Manual Work (e.g. plumber, electrician, fitter)",1.3795616016970242,2017-04-25 20:30:37,2017-04-25 20:39:21,Wrong,Very negative effect,Somewhat negative effect,Very badly,2.0,a Remainer,,,
49,1.0,50.0,48.0,Woman,,,North East,Labour,Leave,Missing,Missing,,10,None,"£40,000 to £44,999 per year","£70,000 to £99,999 per year",16,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",AB,Not Asked,Working full time (30 or more hours per week),Nationalised industry or public corporation (e.g. Post Office),"Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person",0.8079212505571016,2017-04-25 17:44:44,2017-04-25 17:47:21,Right,Very positive effect,Somewhat positive effect,Very well,6.0,a Leaver,,,
50,1.0,51.0,63.0,Man,,,South East,Conservative,Cannot remember,Missing,Missing,,6,The Daily Telegraph,"£30,000 to £34,999 per year","£30,000 to £34,999 per year",20+,Teaching qualification (not degree),C2,Not Asked,Retired,Other public sector employer (e.g. Central Government),Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g,1.3456749796264942,2017-04-25 21:43:35,2017-04-25 21:47:43,Don’t know,Don't know,Don't know,Don't know,3.0,Neither a Leaver nor a Remainer,,,
